text,"['Name_Calling,Labeling']","['Exaggeration,Minimisation']","['Doubt', 'Appeal_to_fear-prejudice']",['Black-and-White_Fallacy'],"['Straw_Men', 'Whataboutism', 'Red_Herring']",['Bandwagon'],['Flag-Waving'],"['Repetition', 'Slogans']"
"In April 2016, Zakkout promoted a report discussing the absurd notion of Jewish involvement in the September 11th attacks on the World Trade Center and the Pentagon.",0,0,0,0,0,0,0,0
"” It was produced by The Realist Report, an anti-Jew, anti-black, anti-gay independent media outlet, which describes Hitler as “the greatest leader in modern Western history.",1,0,0,0,0,0,0,0
"In reality, he has done nothing to serve the community and only attempts to divide it with his hatemongering.",0,0,0,0,0,0,0,0
"If people like David Duke and Louis Farrakhan can be condemned and repudiated for spreading their toxic hate, their fan and propagator Zakkout can and must be as well.",0,0,0,0,0,0,0,0
"In February 2016, Zakkout publicized on his Facebook page a bizarre Duke report, titled in part ‘Dr. David Duke Exposes the Real Racist Jewish Supremacists Who Orchestrate the Destruction of European Mankind…’ Above the posting, Zakkout wrote of Duke, “I respect him for his honesty!",0,0,1,0,0,0,0,0
"” Above the video on Facebook, Zakkout praised Duke, exclaiming “David Duke, a man to believe in!”",0,0,0,0,0,0,0,1
"If Kavanaugh Is Not Confirmed By Senate, Then We Are All Just One Accusation Away From Ruin",0,0,1,0,0,0,0,0
"Without a shred of evidence, a highly qualified judge, with no other blemish on his record, is being smeared on the national stage by a political lynch mob out for blood.",1,1,0,0,0,0,0,0
“I worry about this country.,0,0,0,0,0,0,1,0
"On Thursday afternoon, Ford's highly partisan, activist attorney emailed Grassley saying, although her client strongly prefers that an investigation take place beforehand, Ford will testify next week, but she cannot do so on Monday.",1,0,0,0,0,0,0,0
Rush Limbaugh points out that the Senate has bent over backwards to accommodate the accuser.,0,0,0,0,0,0,0,0
What is happening in the Brett Kavanaugh nomination process should concern every American.,0,0,0,0,0,0,1,0
"Watch all these sensitive lawmakers and high profile, activist attorneys scatter like mice from her once the Senate vote is over (regardless of the result).",1,0,0,0,0,0,0,0
"If Christine Ford were to make her accusation in any courtroom in America, even a mediocre defense attorney could shatter her credibility within minutes under cross-examination.",0,0,1,0,0,0,0,0
I fear for this nation when this is now the standard.,0,0,1,0,0,0,1,0
Why not Monday? Does she have an important dentist appointment she can't get out of?,0,0,1,0,0,0,0,0
Democrats want to delay this vote until after the midterms because they believe they have a chance to retake the Senate as well as the House.,0,0,0,0,0,0,0,0
You believe any woman who goes against a Republican and you don't believe any woman who goes against a Democrat.,0,0,0,1,0,0,0,0
"Gregg Jarrett says it's ""because they're zealous to the point where they've lost their common sense.",0,0,0,0,0,0,0,0
"“I don’t care who you are, determine the scope and the parameters of an investigation.",0,0,0,0,0,0,0,0
"There was ample time to have addressed this in July or August, but Dianne Feinstein chose to sit on it until the moment it could inflict maximum political damage.",0,0,0,0,0,0,0,0
"Ford may be overestimating the integrity of the ""supportive"" lawmakers and lawyers currently handling her.",1,0,1,0,0,0,0,0
"If this had been such a pivotal moment for her, how could she have forgotten any those facts?",0,0,1,0,0,0,0,0
In no circumstance in the country does that happen.,0,0,0,0,0,0,1,0
This is a disgrace.,0,0,0,0,0,0,0,0
Have you ever heard of a close election in which a recount and “found” ballots gave the Republican victory?,0,0,1,0,0,0,0,0
"Meanwhile, Democrat election officials are marking ballots themselves and “finding” boxes of them everywhere to try to get him to victory, and when confronted about that, Gillum says, “Every vote must be counted.",0,0,0,0,0,0,0,0
This massive Democrat voter fraud could be the end of our free republic.,0,1,1,0,0,0,0,0
"Speaking at an African American church in Boynton Beach in Palm Beach County, north of Miami, on Monday night, Gillum expressed outrage that Anderson broke election laws and allowed these approximately 150 Floridians to vote by fax or email, The Associated Press reported.",0,0,0,0,0,0,0,1
"President Donald Trump tweeted late last week, “Mayor Gillum conceded on Election Day and now Broward County has put him ‘back in play.",0,0,0,0,0,0,0,0
"President Donald Trump tweeted late last week, “Mayor Gillum conceded on Election Day and now Broward County has put him ‘back in play.’ Bill Nelson conceded Election — now he’s back in play!",0,0,1,0,0,0,0,0
This is an embarrassment to our County and to Democracy!,0,0,0,0,0,0,1,0
"However, it's being reported that Powell is ""not interested"" in the post, which is a good thing for Americans.",0,0,0,1,0,0,1,0
But she is already coming under criticism from some conservatives on social media who maintain that Powell is a “globalist” not closely enough aligned with Trump’s “America first” approach to foreign policy.,0,0,0,0,0,0,0,1
"Powell is not only a partner at Goldman Sachs, which has a sordid history of its own, but also worked in the George W.",0,0,0,0,0,0,0,0
How do you drain the swamp by adding to it?,0,0,1,0,0,0,0,1
"Again, and I have asked this before, how do you fight the Deep State by putting Deep State operatives in these positions?",0,0,1,0,0,0,0,0
"This would actually be the perfect time for Trump not to appoint an ambassador to the UN and call for the US to exit the anti-American organization and demand Congress stop funding it and evict the UN from US soil, but I'm not holding my breath.",0,0,0,0,0,0,1,0
"Turkish officials have described — but have not released — what they say are audio and video recordings that show the 60-year-old contributor to the Washington Post opinion pages was interrogated, tortured and killed by Saudi intelligence officers inside the consulate.",0,0,1,0,0,0,0,0
Together they appeared to signal a shift in White House strategy — earlier this week Trump had warned Saudi rulers could face “severe punishment” — and suggested the administration has decided to help its most important ally in the Arab world defuse an international crisis over the fate of Jamal Khashoggi.,0,0,0,0,0,0,0,0
"Turkish officials say Khashoggi’s body was cut up with a bone saw, then taken out of the building.",0,0,1,0,0,0,0,0
"On his flight from Riyadh to Ankara, Pompeo reiterated his confidence that the Saudi government would conduct a “thorough, complete, and transparent investigation,” adding that they will “show the entire world” the results. He said Saudi leaders made a commitment “to hold anyone connected to any wrongdoing that may be found accountable for that, whether they are a senior officer or official.",0,0,0,0,0,0,0,0
"“The Saudis have been great partners in working alongside us on these issues,” Pompeo said.",1,0,0,0,0,0,0,0
And the father of Muslim spy ring Imran Awan transferred a USB drive to a Pakistani senator and former head of a Pakistani intelligence agency.,1,0,0,0,0,0,0,1
"Instead, they’re so hellbent on destroying President Trump that they have directed all their energy to retailing Soviet fictions and titillating porn stories.",0,0,0,0,0,0,0,0
No wonder the Democrats tried to squirrel these jihad spies out of the country.,1,0,0,0,0,0,0,0
"After former Democratic IT aide Imran Awan allegedly threatened his stepmother not to talk to police, her email account was accessed in suspicious ways and a lawyer for one of Awan’s brothers found out she emailed the FBI on specific dates and lashed out at her: “You’re a liar, aren’t you?",1,0,1,0,0,0,0,0
"Ma’am, you lied to me, didn’t you?",0,0,1,0,0,0,0,0
I think we need to take a break before I explode.,0,0,0,0,0,0,0,0
"You lied to me, didn’t you? You’re a liar, aren’t you?",0,0,0,0,0,0,0,1
"You’re a liar, aren’t you?",1,0,0,0,0,0,0,0
"You lied to me, didn’t you?",0,0,1,0,0,0,0,0
"The Democrat leadership collusion with Muslim spies is the biggest story of treason and espionage in the recent memory, and yet for month after month the media has refused to cover it.",1,1,0,0,0,0,0,0
House investigators found the House server was being used for nefarious purposes: the alleged Muslim spies were removing information and sending it for foreign actors.,1,0,0,0,0,0,0,0
"The aides named are Imran Awan, his wife Hina Alvi, his brothers Abid and Jamal, and his friend Rao Abbas, Pakistani-born aides.",1,0,0,0,0,0,0,0
Congress must investigate and act.,0,0,1,0,0,0,0,0
It was not in my mind.,0,0,0,0,0,0,0,0
"The dim-witted US ambassador to the UN, Nikki Haley, has become point-woman for hurling warlike threats at North Korea even though this neocon poster-girl’s foreign affairs experience appears to have been limited to the International House of Pancakes in her native South Carolina.",1,1,0,0,0,0,0,1
"Would it not be easier and less expensive for grand deal-maker Trump to recognize North Korea, set up diplomatic relations, stop trying to overthrow the Kim regime, and finally end the Korean War?",1,0,0,0,0,0,0,0
